rank,gid,role,priority_score,why
1,100000002224132100,coordinator,0.5008,"coordinator: receives from 5 payers, 3,951,020 KZT in, 12,115,000 KZT out; collector score 0.0000, flow share 0.00600"
2,100000003684369100,distributor,0.4782,"distributor: receives from 24 payers, 3,848,436 KZT in, 8,588,655 KZT out; collector score 0.0014, flow share 0.00202"
3,100000008686313100,coordinator,0.4588,"coordinator: receives from 6 payers, 1,912,716 KZT in, 333,800 KZT out; collector score 0.0108, flow share 0.00047"
4,100000004071080100,consolidator,0.3797,"consolidator: receives from 9 payers, 238,600 KZT in, 46,500 KZT out; collector score 0.0093, flow share 0.00137"
5,100000003115284100,consolidator,0.3666,"consolidator: receives from 8 payers, 2,160,500 KZT in, 517,000 KZT out; collector score 0.0050, flow share 0.00153"
6,100000000661912100,transit,0.3402,"transit: receives from 5 payers, 393,036 KZT in, 430,700 KZT out; collector score 0.0079, flow share 0.00175"
7,100000008603629100,distributor,0.3291,"distributor: receives from 19 payers, 1,817,300 KZT in, 4,986,156 KZT out; collector score 0.0025, flow share 0.00119"
8,100000007442518100,coordinator,0.2313,"coordinator: receives from 5 payers, 510,000 KZT in, 4,419,999 KZT out; collector score 0.0055, flow share 0.00065"
9,100000004070318100,coordinator,0.2266,"coordinator: receives from 4 payers, 207,247 KZT in, 551,860 KZT out; collector score 0.0067, flow share 0.00031"
10,100000004847758100,coordinator,0.2243,"coordinator: receives from 4 payers, 115,171 KZT in, 488,800 KZT out; collector score 0.0068, flow share 0.00030"
11,100000002398779100,consolidator,0.2165,"consolidator: receives from 13 payers, 1,095,690 KZT in, 66,000 KZT out; collector score 0.0006, flow share 0.00160"
12,100000001530983100,coordinator,0.2137,"coordinator: receives from 4 payers, 564,158 KZT in, 1,829,538 KZT out; collector score 0.0054, flow share 0.00036"
13,100000008165763100,transit,0.2126,"transit: receives from 15 payers, 1,165,815 KZT in, 1,267,858 KZT out; collector score 0.0009, flow share 0.00091"
14,100000008324800100,transit,0.2047,"transit: receives from 3 payers, 526,500 KZT in, 511,000 KZT out; collector score 0.0031, flow share 0.00185"
15,100000007639767100,coordinator,0.2017,"coordinator: receives from 4 payers, 90,913 KZT in, 822,244 KZT out; collector score 0.0060, flow share 0.00030"
16,100000008304139100,distributor,0.2001,"distributor: receives from 4 payers, 189,330 KZT in, 1,692,997 KZT out; collector score 0.0058, flow share 0.00031"
17,100000004015047100,consolidator,0.196,"consolidator: receives from 9 payers, 919,104 KZT in, 69,195 KZT out; collector score 0.0001, flow share 0.00228"
18,100000002741024100,coordinator,0.196,"coordinator: receives from 5 payers, 817,981 KZT in, 434,989 KZT out; collector score 0.0002, flow share 0.00286"
19,100000006866783100,distributor,0.1729,"distributor: receives from 13 payers, 838,812 KZT in, 3,948,037 KZT out; collector score 0.0007, flow share 0.00087"
20,100000003528285100,coordinator,0.1708,"coordinator: receives from 4 payers, 118,870 KZT in, 548,000 KZT out; collector score 0.0047, flow share 0.00040"
21,100000004325327100,transit,0.1604,"transit: receives from 2 payers, 70,817 KZT in, 70,000 KZT out; collector score 0.0051, flow share 0.00030"
22,100000005171642100,transit,0.1599,"transit: receives from 2 payers, 696,800 KZT in, 683,600 KZT out; collector score 0.0000, flow share 0.00277"
23,100000001857829100,coordinator,0.1593,"coordinator: receives from 6 payers, 888,535 KZT in, 2,390,993 KZT out; collector score 0.0020, flow share 0.00062"
24,100000004737477100,transit,0.159,"transit: receives from 2 payers, 49,598 KZT in, 40,500 KZT out; collector score 0.0051, flow share 0.00029"
25,100000000437046100,distributor,0.1535,"distributor: receives from 9 payers, 1,107,200 KZT in, 7,606,224 KZT out; collector score 0.0005, flow share 0.00079"
